file_path,labels_numeric,labels_text
artifacts/data_preprocessing/processed_audio_data\mixed_4519.wav,"['21', '23', '15']","['Insect', 'BirdChapping', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_4520.wav,"['20', '18', '3']","['Clapping', 'Speaking', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_4521.wav,"['24', '6']","['WingFlapping', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4522.wav,"['8', '3']","['Helicopter', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_4523.wav,"['4', '19']","['WaterDrops', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_4524.wav,"['20', '11']","['Clapping', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4525.wav,"['16', '2']","['WoodChop', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4526.wav,"['27', '1', '2']","['Squirrel', 'Fire', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4527.wav,"['24', '19']","['WingFlapping', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_4528.wav,"['5', '23', '10']","['Wind', 'BirdChapping', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_4529.wav,"['14', '18', '23']","['Firework', 'Speaking', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4530.wav,"['1', '14']","['Fire', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_4531.wav,"['27', '26', '19']","['Squirrel', 'WolfHowl', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_4532.wav,"['22', '3', '5']","['Frog', 'Thunderstorm', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_4533.wav,"['11', '16', '26']","['Chainsaw', 'WoodChop', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_4534.wav,"['7', '3', '26']","['TreeFalling', 'Thunderstorm', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_4535.wav,"['19', '27', '8']","['Footsteps', 'Squirrel', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_4536.wav,"['6', '19']","['Silence', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_4537.wav,"['20', '14', '8']","['Clapping', 'Firework', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_4538.wav,"['6', '21', '13']","['Silence', 'Insect', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4539.wav,"['26', '11', '21']","['WolfHowl', 'Chainsaw', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_4540.wav,"['5', '15', '4']","['Wind', 'Gunshot', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_4541.wav,"['5', '15', '20']","['Wind', 'Gunshot', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4542.wav,"['22', '15', '7']","['Frog', 'Gunshot', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4543.wav,"['4', '7', '16']","['WaterDrops', 'TreeFalling', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_4544.wav,"['27', '6', '14']","['Squirrel', 'Silence', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_4545.wav,"['7', '4', '14']","['TreeFalling', 'WaterDrops', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_4546.wav,"['22', '25']","['Frog', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_4547.wav,"['14', '5', '2']","['Firework', 'Wind', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4548.wav,"['27', '16', '5']","['Squirrel', 'WoodChop', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_4549.wav,"['11', '6']","['Chainsaw', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4550.wav,"['17', '25']","['Whistling', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_4551.wav,"['20', '5']","['Clapping', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_4552.wav,"['3', '9']","['Thunderstorm', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4553.wav,"['9', '12']","['VehicleEngine', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_4554.wav,"['26', '4', '9']","['WolfHowl', 'WaterDrops', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4555.wav,"['23', '11']","['BirdChapping', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4556.wav,"['20', '26']","['Clapping', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_4557.wav,"['18', '13']","['Speaking', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4558.wav,"['27', '17', '26']","['Squirrel', 'Whistling', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_4559.wav,"['9', '17']","['VehicleEngine', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4560.wav,"['21', '23', '27']","['Insect', 'BirdChapping', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_4561.wav,"['27', '16', '15']","['Squirrel', 'WoodChop', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_4562.wav,"['26', '7']","['WolfHowl', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4563.wav,"['17', '23', '16']","['Whistling', 'BirdChapping', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_4564.wav,"['1', '15', '9']","['Fire', 'Gunshot', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4565.wav,"['2', '18', '9']","['Rain', 'Speaking', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4566.wav,"['19', '25', '10']","['Footsteps', 'Lion', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_4567.wav,"['25', '22']","['Lion', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_4568.wav,"['1', '24', '20']","['Fire', 'WingFlapping', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4569.wav,"['15', '5', '6']","['Gunshot', 'Wind', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4570.wav,"['4', '13']","['WaterDrops', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4571.wav,"['10', '13']","['Axe', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4572.wav,"['10', '14', '8']","['Axe', 'Firework', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_4573.wav,"['4', '18']","['WaterDrops', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_4574.wav,"['17', '11', '3']","['Whistling', 'Chainsaw', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_4575.wav,"['18', '23']","['Speaking', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4576.wav,"['9', '6', '1']","['VehicleEngine', 'Silence', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_4577.wav,"['12', '15']","['Generator', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_4578.wav,"['23', '11', '12']","['BirdChapping', 'Chainsaw', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_4579.wav,"['9', '4']","['VehicleEngine', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_4580.wav,"['19', '16']","['Footsteps', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_4581.wav,"['6', '8']","['Silence', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_4582.wav,"['4', '19', '23']","['WaterDrops', 'Footsteps', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4583.wav,"['19', '26']","['Footsteps', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_4584.wav,"['10', '2', '22']","['Axe', 'Rain', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_4585.wav,"['17', '4']","['Whistling', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_4586.wav,"['20', '18', '12']","['Clapping', 'Speaking', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_4587.wav,"['23', '3']","['BirdChapping', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_4588.wav,"['8', '19']","['Helicopter', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_4589.wav,"['6', '19', '24']","['Silence', 'Footsteps', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4590.wav,"['25', '15', '2']","['Lion', 'Gunshot', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4591.wav,"['21', '2']","['Insect', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4592.wav,"['7', '25', '4']","['TreeFalling', 'Lion', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_4593.wav,"['13', '23']","['Handsaw', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4594.wav,"['6', '17', '8']","['Silence', 'Whistling', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_4595.wav,"['27', '24', '11']","['Squirrel', 'WingFlapping', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4596.wav,"['16', '19', '21']","['WoodChop', 'Footsteps', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_4597.wav,"['8', '3', '5']","['Helicopter', 'Thunderstorm', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_4598.wav,"['18', '25', '5']","['Speaking', 'Lion', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_4599.wav,"['8', '19']","['Helicopter', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_4600.wav,"['20', '5']","['Clapping', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_4601.wav,"['11', '10', '2']","['Chainsaw', 'Axe', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4602.wav,"['4', '10', '15']","['WaterDrops', 'Axe', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_4603.wav,"['15', '18']","['Gunshot', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_4604.wav,"['17', '12', '23']","['Whistling', 'Generator', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4605.wav,"['20', '24']","['Clapping', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4606.wav,"['9', '11', '6']","['VehicleEngine', 'Chainsaw', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4607.wav,"['17', '5', '6']","['Whistling', 'Wind', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4608.wav,"['2', '22', '20']","['Rain', 'Frog', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4609.wav,"['20', '3', '16']","['Clapping', 'Thunderstorm', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_4610.wav,"['14', '20']","['Firework', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4611.wav,"['7', '26', '3']","['TreeFalling', 'WolfHowl', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_4612.wav,"['11', '1', '18']","['Chainsaw', 'Fire', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_4613.wav,"['2', '13']","['Rain', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4614.wav,"['16', '4', '7']","['WoodChop', 'WaterDrops', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4615.wav,"['27', '5', '9']","['Squirrel', 'Wind', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4616.wav,"['27', '12']","['Squirrel', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_4617.wav,"['15', '5', '19']","['Gunshot', 'Wind', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_4618.wav,"['23', '25']","['BirdChapping', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_4619.wav,"['19', '9']","['Footsteps', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4620.wav,"['20', '17']","['Clapping', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4621.wav,"['13', '6']","['Handsaw', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4622.wav,"['27', '26', '11']","['Squirrel', 'WolfHowl', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4623.wav,"['27', '9']","['Squirrel', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4624.wav,"['13', '11', '6']","['Handsaw', 'Chainsaw', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4625.wav,"['1', '17']","['Fire', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4626.wav,"['22', '1', '14']","['Frog', 'Fire', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_4627.wav,"['24', '9']","['WingFlapping', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4628.wav,"['13', '21', '1']","['Handsaw', 'Insect', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_4629.wav,"['15', '2']","['Gunshot', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4630.wav,"['5', '19']","['Wind', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_4631.wav,"['12', '3']","['Generator', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_4632.wav,"['12', '14']","['Generator', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_4633.wav,"['17', '13']","['Whistling', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4634.wav,"['10', '26', '19']","['Axe', 'WolfHowl', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_4635.wav,"['22', '26', '9']","['Frog', 'WolfHowl', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4636.wav,"['8', '10', '6']","['Helicopter', 'Axe', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4637.wav,"['21', '6', '11']","['Insect', 'Silence', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4638.wav,"['22', '14']","['Frog', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_4639.wav,"['10', '21', '14']","['Axe', 'Insect', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_4640.wav,"['10', '18', '15']","['Axe', 'Speaking', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_4641.wav,"['24', '2']","['WingFlapping', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4642.wav,"['14', '22', '24']","['Firework', 'Frog', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4643.wav,"['18', '22']","['Speaking', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_4644.wav,"['8', '19', '27']","['Helicopter', 'Footsteps', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_4645.wav,"['4', '9']","['WaterDrops', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4646.wav,"['9', '13']","['VehicleEngine', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4647.wav,"['19', '21']","['Footsteps', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_4648.wav,"['2', '13', '10']","['Rain', 'Handsaw', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_4649.wav,"['5', '15', '7']","['Wind', 'Gunshot', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4650.wav,"['12', '13']","['Generator', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4651.wav,"['23', '22', '1']","['BirdChapping', 'Frog', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_4652.wav,"['12', '6']","['Generator', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4653.wav,"['8', '12']","['Helicopter', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_4654.wav,"['26', '7']","['WolfHowl', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4655.wav,"['11', '24']","['Chainsaw', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4656.wav,"['2', '4', '17']","['Rain', 'WaterDrops', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4657.wav,"['26', '13']","['WolfHowl', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4658.wav,"['14', '1', '2']","['Firework', 'Fire', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4659.wav,"['8', '16']","['Helicopter', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_4660.wav,"['16', '9', '22']","['WoodChop', 'VehicleEngine', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_4661.wav,"['8', '11']","['Helicopter', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4662.wav,"['13', '1']","['Handsaw', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_4663.wav,"['27', '20', '23']","['Squirrel', 'Clapping', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4664.wav,"['15', '8']","['Gunshot', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_4665.wav,"['19', '5', '1']","['Footsteps', 'Wind', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_4666.wav,"['27', '14']","['Squirrel', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_4667.wav,"['25', '2']","['Lion', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4668.wav,"['16', '17', '26']","['WoodChop', 'Whistling', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_4669.wav,"['18', '26', '9']","['Speaking', 'WolfHowl', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4670.wav,"['25', '18', '19']","['Lion', 'Speaking', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_4671.wav,"['26', '25']","['WolfHowl', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_4672.wav,"['14', '20']","['Firework', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4673.wav,"['4', '12', '17']","['WaterDrops', 'Generator', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4674.wav,"['11', '4', '27']","['Chainsaw', 'WaterDrops', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_4675.wav,"['13', '15']","['Handsaw', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_4676.wav,"['13', '7']","['Handsaw', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4677.wav,"['2', '17']","['Rain', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4678.wav,"['3', '18', '14']","['Thunderstorm', 'Speaking', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_4679.wav,"['3', '14', '13']","['Thunderstorm', 'Firework', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4680.wav,"['20', '14', '6']","['Clapping', 'Firework', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4681.wav,"['9', '13', '17']","['VehicleEngine', 'Handsaw', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4682.wav,"['14', '27', '24']","['Firework', 'Squirrel', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4683.wav,"['19', '8', '2']","['Footsteps', 'Helicopter', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4684.wav,"['11', '12', '20']","['Chainsaw', 'Generator', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4685.wav,"['14', '12', '4']","['Firework', 'Generator', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_4686.wav,"['7', '8', '16']","['TreeFalling', 'Helicopter', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_4687.wav,"['4', '24', '27']","['WaterDrops', 'WingFlapping', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_4688.wav,"['14', '20', '19']","['Firework', 'Clapping', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_4689.wav,"['12', '10', '6']","['Generator', 'Axe', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4690.wav,"['13', '8']","['Handsaw', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_4691.wav,"['7', '9']","['TreeFalling', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4692.wav,"['17', '12', '3']","['Whistling', 'Generator', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_4693.wav,"['2', '22']","['Rain', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_4694.wav,"['25', '24']","['Lion', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4695.wav,"['3', '1', '25']","['Thunderstorm', 'Fire', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_4696.wav,"['11', '7']","['Chainsaw', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4697.wav,"['27', '22']","['Squirrel', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_4698.wav,"['23', '1', '24']","['BirdChapping', 'Fire', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4699.wav,"['6', '24', '23']","['Silence', 'WingFlapping', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4700.wav,"['12', '23']","['Generator', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4701.wav,"['14', '2', '9']","['Firework', 'Rain', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4702.wav,"['19', '5']","['Footsteps', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_4703.wav,"['7', '23', '16']","['TreeFalling', 'BirdChapping', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_4704.wav,"['14', '21', '6']","['Firework', 'Insect', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4705.wav,"['20', '17']","['Clapping', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4706.wav,"['24', '1']","['WingFlapping', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_4707.wav,"['4', '26', '2']","['WaterDrops', 'WolfHowl', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4708.wav,"['7', '4']","['TreeFalling', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_4709.wav,"['6', '16']","['Silence', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_4710.wav,"['10', '2']","['Axe', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4711.wav,"['5', '6', '19']","['Wind', 'Silence', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_4712.wav,"['9', '23']","['VehicleEngine', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4713.wav,"['24', '12']","['WingFlapping', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_4714.wav,"['1', '20']","['Fire', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4715.wav,"['20', '3']","['Clapping', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_4716.wav,"['3', '2']","['Thunderstorm', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4717.wav,"['22', '27']","['Frog', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_4718.wav,"['23', '8']","['BirdChapping', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_4719.wav,"['18', '20', '10']","['Speaking', 'Clapping', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_4720.wav,"['2', '1', '23']","['Rain', 'Fire', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4721.wav,"['3', '26', '7']","['Thunderstorm', 'WolfHowl', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4722.wav,"['4', '7', '14']","['WaterDrops', 'TreeFalling', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_4723.wav,"['24', '13']","['WingFlapping', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4724.wav,"['9', '21', '7']","['VehicleEngine', 'Insect', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_4725.wav,"['16', '4']","['WoodChop', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_4726.wav,"['6', '1']","['Silence', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_4727.wav,"['21', '1', '16']","['Insect', 'Fire', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_4728.wav,"['16', '26', '25']","['WoodChop', 'WolfHowl', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_4729.wav,"['8', '5']","['Helicopter', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_4730.wav,"['15', '6']","['Gunshot', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_4731.wav,"['17', '7', '14']","['Whistling', 'TreeFalling', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_4732.wav,"['27', '13']","['Squirrel', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4733.wav,"['27', '2']","['Squirrel', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_4734.wav,"['27', '18']","['Squirrel', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_4735.wav,"['24', '27']","['WingFlapping', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_4736.wav,"['22', '16', '20']","['Frog', 'WoodChop', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_4737.wav,"['13', '25', '8']","['Handsaw', 'Lion', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_4738.wav,"['19', '9']","['Footsteps', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4739.wav,"['27', '3', '22']","['Squirrel', 'Thunderstorm', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_4740.wav,"['24', '9']","['WingFlapping', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4741.wav,"['8', '16']","['Helicopter', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_4742.wav,"['15', '26', '9']","['Gunshot', 'WolfHowl', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_4743.wav,"['15', '12']","['Gunshot', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_4744.wav,"['5', '6', '10']","['Wind', 'Silence', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_4745.wav,"['5', '21']","['Wind', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_4746.wav,"['10', '13']","['Axe', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_4747.wav,"['12', '26']","['Generator', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_4748.wav,"['22', '6', '26']","['Frog', 'Silence', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_4749.wav,"['25', '11']","['Lion', 'Chainsaw']"
